Ano de lancamento,Classificacao,Desenvolvedora,Genero,Media de pontuacao,Nome,Plataforma,Publicadora,Vendas globais
2003,0,671,1,38.1,The Hobbit,8,23,0.19
2006,1,25,8,47.0,Grand Theft Auto: Vice City Stories,16,2,5.03
2002,0,1102,3,35.5,Evolution Worlds,19,5,0.08
2002,0,228,8,26.4,The Powerpuff Girls: Relish Rampage,6,176,0.45
2006,3,979,1,36.9,Ice Age 2: The Meltdown,0,23,0.08
2012,1,31,6,42.95,Tom Clancy's Ghost Recon: Future Soldier,5,5,0.95
2008,0,107,2,38.4,NASCAR 09,4,7,0.25
2008,0,57,0,26.05,NFL Tour,4,7,0.1
2015,2,907,10,42.1,Broken Sword 5: The Serpent's Curse,17,408,0.02
2004,0,172,1,41.25,The SpongeBob SquarePants Movie,13,28,0.54
2009,0,22,7,30.05,SimAnimals,0,7,0.31
2005,0,613,0,38.7,NBA 06,16,3,0.22
2009,2,188,8,33.15,Dynasty Warriors 6 Empires,4,48,0.24
2007,0,130,0,44.9,Hot Shots Golf: Out of Bounds,5,3,1.14
2002,1,310,6,37.35,Turok: Evolution,13,30,0.55
2012,1,703,6,29.75,Inversion,4,25,0.06
2003,1,48,8,39.65,Resident Evil: Outbreak,6,12,1.45
2005,0,34,1,47.1,Kirby: Canvas Curse,3,0,0.72
2009,1,218,11,28.15,Stormrise,5,8,0.17
2003,0,43,1,43.45,Donkey Kong Country,8,0,2.04
2004,2,1241,6,43.25,Alien Hominid,19,346,0.09
2012,2,176,8,48.95,Guild Wars 2,14,42,2.31
2009,2,60,5,47.0,Guitar Hero: Metallica,5,4,0.62
2016,2,48,9,38.45,Street Fighter V,14,12,0.06
2015,0,1481,8,25.9,Gravity Falls: Legend of the Gnome Gemulets,10,5,0.04
2009,1,25,8,50.65,Grand Theft Auto: Chinatown Wars,3,2,1.32
2007,0,627,2,42.65,MotoGP '07,4,28,0.25
2013,1,189,8,42.2,Dead Space 3,4,7,0.98
2006,2,496,9,41.8,Guilty Gear Judgment,16,35,0.16
2006,3,191,3,42.05,Final Fantasy III,3,15,2.08
2008,3,12,0,38.75,Shaun White Snowboarding,16,5,0.32
2008,3,565,6,26.2,NPPL: Championship Paintball 2009,5,59,0.16
2003,2,32,6,40.65,Kill.Switch,6,3,0.7
2013,0,421,0,41.25,MLB 13: The Show,22,3,0.11
2005,2,188,8,37.0,Dynasty Warriors 5,13,48,0.05
2002,0,412,2,46.15,NASCAR: Dirt to Daytona,19,52,0.09
2006,2,125,3,38.25,Phantasy Star Universe,6,8,0.19
2012,2,58,5,47.0,Dance Central 3,4,1,0.81
2005,1,595,8,51.65,Metal Gear Solid 3: Subsistence,6,14,0.55
2002,0,117,1,45.65,Sonic Advance 2,8,8,1.8
2005,1,161,6,44.3,Quake 4,14,4,0.02
2009,0,129,10,36.25,Disney's A Christmas Carol,3,32,0.23
2009,2,314,9,43.5,Tekken 6,4,25,1.3
2008,2,775,5,40.5,SNK Arcade Classics Vol. 1,0,153,0.07
2009,2,46,3,45.15,Final Fantasy XIII,5,15,5.33
2002,0,483,0,44.7,All-Star Baseball 2003,6,30,0.77
2007,0,83,0,43.9,NBA 2K8,5,2,0.55
2007,1,974,6,27.7,Soldier of Fortune: Payback,5,4,0.15
2006,0,301,4,40.9,PQ2: Practical Intelligence Quotient,16,58,0.05
2004,0,342,2,43.2,ATV Offroad Fury 3,6,81,1.2
2000,2,60,0,52.85,Tony Hawk's Pro Skater 2,12,4,4.68
2003,0,610,1,33.8,The Hobbit,6,23,0.54
2004,2,565,0,36.65,Cabela's Big Game Hunter 2005 Adventures,13,4,0.18
2008,0,421,0,34.05,NBA 09: The Inside,5,3,0.15
1999,2,219,10,48.7,Shenmue,21,8,1.18
2007,2,387,8,40.3,Pursuit Force: Extreme Justice,16,3,0.17
2005,2,195,8,45.25,Peter Jackson's King Kong: The Official Game of the Movie,13,5,0.53
2016,1,29,6,47.8,Battlefield 1,14,7,0.38
2006,3,12,1,27.3,Open Season,0,5,0.07
2008,1,75,8,49.8,God of War: Chains of Olympus,16,3,3.18
2011,1,297,8,45.75,Crysis 2,4,7,1.34
2000,0,149,1,36.0,Disney's Donald Duck: Goin' Quackers,12,5,0.15
2005,3,89,7,32.75,The Sims 2,8,7,0.39
2007,0,83,0,43.95,College Hoops 2K8,4,2,0.18
2016,3,772,1,29.6,Mighty No. 9,17,41,0.02
2010,2,285,8,20.4,Harry Potter and the Deathly Hallows - Part 1,5,7,0.39
2008,0,784,5,26.65,Red Bull BC One,3,289,0.09
2012,1,172,8,22.0,Family Guy: Back to the Multiverse,4,4,0.25
2016,2,1009,10,40.15,Psycho-Pass: Mandatory Happiness,9,131,0.04
2016,2,41,3,47.75,World of Warcraft: Legion,14,4,0.32
2009,2,760,11,43.55,Tropico 3,14,206,0.04
2011,2,78,3,38.95,Dungeon Siege III,4,15,0.37
2003,2,103,8,40.7,Buffy the Vampire Slayer: Chaos Bleeds,13,23,0.12
2013,1,405,8,44.75,Tom Clancy's Splinter Cell: Blacklist,4,5,0.98
2013,2,1663,1,34.85,Contrast,14,82,0.01
2004,0,18,0,49.3,MVP Baseball 2004,6,7,1.34
2002,1,44,8,48.0,Metal Gear Solid 2: Substance,6,14,0.52
2005,3,249,8,40.15,Shrek SuperSlam,13,4,0.09
2007,3,1384,9,19.85,Showtime Championship Boxing,0,84,0.06
2006,1,126,8,45.4,Hitman: Blood Money,14,21,0.03
2004,0,67,10,23.3,That's So Raven,8,32,0.76
2011,2,1113,7,38.35,Take On Helicopters,14,53,0.03
2001,2,378,8,41.45,Fatal Frame,6,172,0.14
2006,3,879,6,39.6,Greg Hastings' Tournament Paintball Max'd,6,4,0.01
2012,3,772,1,38.2,Naruto: Powerful Shippuden,10,25,0.15
2014,0,18,0,32.3,NBA Live 15,9,7,0.23
2010,2,1183,10,42.45,Lost Horizon,14,41,0.11
2006,2,1474,9,33.05,WarTech: Senko no Ronde,4,5,0.04
2001,1,85,8,48.95,Silent Hill 2,6,14,1.28
2007,2,510,3,35.45,Dragon Quest Swords: The Masked Queen and the Tower of Mirrors,0,15,0.7
2000,1,162,9,15.2,Mortal Kombat: Special Forces,12,39,0.21
2002,1,12,6,35.65,Tom Clancy's Ghost Recon,6,5,1.94
2005,1,765,3,43.95,Dungeon Siege II,14,1,0.03
2015,1,320,3,42.7,The Elder Scrolls Online,17,6,1.28
2000,0,500,8,18.45,Disney's The Lion King: Simba's Mighty Adventure,12,4,0.15
2016,0,738,0,47.65,Rocket League,17,11,0.24
2009,1,1492,11,44.05,Men of War,14,11,0.03
2007,2,418,6,37.3,Castle of Shikigami III,0,148,0.04
2015,3,1581,8,37.05,Legend of Kay Anniversary,18,128,0.01
2006,1,54,6,40.3,Urban Chaos: Riot Response,13,21,0.02
2002,2,665,9,41.75,Bloody Roar: Primal Fury,19,4,0.18
2005,1,162,0,42.0,Blitz: The League,6,53,0.89
2005,1,919,8,32.7,Constantine,6,113,0.11
2002,0,390,9,13.85,Legends of Wrestling II,8,30,0.07
2004,2,36,11,45.3,The Lord of the Rings: The Battle for Middle-Earth,14,7,0.07
2005,2,33,2,41.85,Jak X: Combat Racing,6,3,0.55
2003,1,612,9,33.8,Bloody Roar 4,6,14,0.09
2013,1,297,6,41.35,Crysis 3,4,7,0.9
2006,3,18,0,42.15,NHL 07,4,7,0.27
2003,2,12,8,49.9,Prince of Persia: The Sands of Time,13,5,0.94
2015,1,101,8,50.6,Metal Gear Solid V: The Phantom Pain,9,14,3.41
2002,2,294,2,44.75,Pro Race Driver,6,34,0.27
2004,0,103,0,34.1,Athens 2004,6,3,0.27
2010,0,22,0,38.35,2010 FIFA World Cup South Africa,0,7,0.42
2008,2,163,7,34.8,Armored Core: For Answer,5,5,0.19
2011,0,16,4,40.4,Tetris Axis,10,179,0.43
2000,0,69,7,41.15,Dance Dance Revolution Disney Mix,12,14,0.04
2005,1,267,3,31.75,Drakengard 2,6,5,0.13
2006,3,18,0,41.3,NHL 07,16,7,0.17
2010,2,225,8,42.75,Metroid: Other M,0,0,1.34
2001,0,1316,6,43.15,Rez,6,3,0.05
2001,2,139,0,37.9,Airblade,6,3,0.23
2008,0,1322,4,43.0,Soul Bubbles,3,21,0.08
2007,0,172,8,29.9,Ratatouille,5,28,0.51
2009,2,337,6,38.6,The Conduit,0,8,0.57
2014,2,330,8,40.35,Lara Croft and the Temple of Osiris,9,15,0.09
2002,2,411,3,46.6,Skies of Arcadia Legends,19,10,0.22
2011,0,912,5,35.6,Carnival Island,5,3,0.23
2009,2,892,8,35.4,Indiana Jones and the Staff of Kings,16,4,0.25
2007,0,95,7,39.0,Cooking Mama 2: Dinner With Friends,3,11,3.58
2010,2,368,5,46.95,DJ Hero 2,4,4,0.82
2012,0,155,7,42.0,Style Savvy: Trendsetters,10,0,0.73
2003,2,1630,6,41.35,Vietcong,14,212,0.02
2007,1,97,10,42.75,The Godfather: Blackhand Edition,0,7,0.15
2007,0,35,0,43.2,FIFA Soccer 08,16,7,1.35
2013,2,12,9,13.0,Fighter Within,17,5,0.19
2008,2,796,7,40.95,The Sky Crawlers: Innocent Aces,0,25,0.12
2000,0,103,5,38.1,Crash Bash,12,3,3.39
2015,1,232,6,34.8,The Order: 1886,9,3,1.74
2001,1,798,8,30.15,Rune: Viking Warlord,6,2,0.26
2009,2,775,9,31.15,The King of Fighters XII,5,153,0.16
2009,3,35,0,48.2,NHL 10,4,7,0.66
2007,1,329,8,24.7,Beowulf: The Game,16,5,0.09
2008,0,57,0,35.55,NFL Head Coach 09,5,7,0.14
2015,0,0,8,40.3,The Legend of Zelda: Tri Force Heroes,10,0,1.12
2007,1,586,11,47.8,Company of Heroes: Opposing Fronts,14,28,0.04
2009,3,211,8,34.65,Ben 10 Alien Force: Vilgax Attacks,4,58,0.22
2003,2,1316,5,43.8,Space Channel 5 Special Edition,6,95,0.08
2012,2,1480,9,42.7,Street Fighter X Tekken,14,12,0.02
1999,0,310,9,24.65,ECW Anarchy Rulz,12,30,0.11
2003,0,18,0,48.4,NCAA Football 2004,13,7,0.43
2009,3,560,1,38.3,Jak and Daxter: The Lost Frontier,6,3,0.46
2004,2,393,8,41.65,Crimson Sea 2,6,48,0.07
2009,2,250,8,31.0,Indiana Jones and the Staff of Kings,0,4,0.72
2013,2,325,9,38.85,Naruto Shippuden: Ultimate Ninja Storm 3,4,25,0.51
2012,3,184,8,40.2,Scribblenauts: Unlimited,18,19,0.37
2006,2,449,6,20.0,Army Men: Major Malfunction,13,63,0.02
2003,1,298,8,42.15,Legacy of Kain: Defiance,6,21,0.53
2008,0,69,10,41.65,Elebits: The Adventures of Kai and Zero,3,14,0.08
2003,0,125,1,39.85,Billy Hatcher and the Giant Egg,19,8,0.25
2010,2,23,7,39.65,The Sims 3: Late Night Expansion Pack,14,7,1.7
2003,2,89,7,45.0,The Sims: Bustin' Out,19,7,0.66
2005,2,176,3,48.7,Guild Wars,14,42,0.03
2001,2,188,8,43.55,Dynasty Warriors 3,6,28,1.87
2016,3,31,5,41.5,Just Dance 2017,17,5,0.04
2010,2,755,8,32.5,Dark Void,5,12,0.35
2002,1,32,6,42.85,Dead to Rights,19,7,0.14
2008,0,421,0,45.7,MLB 08: The Show,16,3,0.33
2013,3,22,0,43.0,NHL 14,5,7,0.54
2002,0,1591,3,35.15,DemiKids: Light Version,8,91,0.02
2014,2,41,8,46.45,World of Warcraft: Warlords of Draenor,14,170,0.47
2011,3,12,5,40.9,Just Dance 3,0,5,10.12
2007,3,46,3,42.1,Final Fantasy Crystal Chronicles: Ring of Fates,3,15,0.66
2007,3,89,7,35.65,The Sims 2: Castaway,16,7,0.79
2003,2,58,5,47.4,Amplitude,6,3,0.18
2010,1,29,6,48.3,Battlefield: Bad Company 2,4,7,3.47
2004,0,83,0,47.15,ESPN College Hoops 2K5,13,8,0.38
2007,0,215,4,45.85,Picross DS,3,0,0.5
2013,0,83,0,45.75,NBA 2K14,9,2,1.45
2006,2,476,6,42.15,Battlefield 2: Modern Combat,4,7,0.41
2001,2,939,2,36.7,Cel Damage,13,7,0.12
2005,3,12,8,40.4,Star Wars Episode III: Revenge of the Sith,3,5,0.3
2003,2,158,0,36.35,Summer Heat Beach Volleyball,6,30,0.28
2005,1,59,3,45.85,Fable: The Lost Chapters,14,1,0.07
2003,0,12,1,45.4,Rayman 3,8,5,0.14
2000,2,733,8,35.45,World Destruction League: Thunder Tanks,6,76,0.17
2012,3,140,8,41.65,Skylanders Giants,5,4,1.06
2003,0,260,1,38.5,Tak and the Power of Juju,6,28,1.15
2014,3,589,3,38.0,Final Fantasy Explorers,10,15,0.54
2010,2,48,8,34.45,Sengoku Basara: Samurai Heroes,5,12,0.64
2002,2,943,8,37.0,Disaster Report,6,95,0.21
2011,3,12,5,38.85,Just Dance 3,4,5,2.02
2011,1,302,6,48.6,Deus Ex: Human Revolution,5,15,1.37
2008,0,12,5,37.5,Brain Challenge,3,5,0.45
2005,0,768,2,26.9,Herbie: Fully Loaded,8,32,0.34
2006,1,70,3,51.05,The Elder Scrolls IV: Oblivion,14,2,0.25
2008,2,46,9,43.5,Dissidia: Final Fantasy,16,15,2.23
2007,1,404,8,37.4,Manhunt 2,6,2,0.56
2000,2,401,8,37.0,The Bouncer,6,3,0.99
2009,3,1185,3,28.1,A Witch's Tale,3,131,0.11
2003,2,292,2,43.95,Downhill Domination,6,34,0.47
2016,2,1228,10,36.6,Agatha Christie's The ABC Murders,9,361,0.03
2007,0,0,0,43.85,Wii Fit,0,0,22.7
2003,0,398,0,32.9,NBA ShootOut 2004,6,3,0.26
2007,1,106,8,34.55,Manhunt 2,0,2,0.53
2006,3,69,7,37.95,BeatMania,6,14,0.07
2003,1,1146,6,39.9,Red Faction II,13,28,0.12
2011,3,243,8,22.95,Green Lantern: Rise of the Manhunters,10,19,0.13
2003,2,1033,11,39.4,Goblin Commander: Unleash the Horde,19,163,0.02
2008,2,1453,0,30.95,Deadliest Catch: Alaskan Storm,4,445,0.05
2002,0,18,0,43.8,Tiger Woods PGA Tour 2002,6,7,0.9
2009,2,218,11,48.45,Empire: Total War,14,8,1.08
2003,2,39,2,46.8,Midnight Club II,13,2,0.5
2015,0,672,0,31.65,Mario Tennis Ultra Smash,18,0,0.44
2008,0,57,0,37.25,Madden NFL 09,16,7,0.71
2004,2,12,8,43.0,Tom Clancy's Splinter Cell: Pandora Tomorrow,19,5,0.08
2006,0,376,7,43.8,Microsoft Flight Simulator X,14,1,0.43
2000,2,39,2,42.9,Smuggler's Run,6,2,1.56
2012,3,399,1,48.2,Rayman Origins,22,5,0.54
2009,0,280,11,36.95,LEGO Battles,3,19,1.25
2002,2,251,8,29.1,The Terminator: Dawn of Fate,13,10,0.15
2003,2,311,8,38.35,Hulk,13,20,0.33
2008,0,36,4,46.8,Boom Blox,0,7,1.21
2009,1,549,6,39.2,Wolfenstein,5,4,0.63
2002,0,206,5,30.2,Britney's Dance Beat,8,28,0.22
1998,2,48,9,50.75,Street Fighter Alpha 3,12,17,1.03
2007,0,276,0,43.05,Major League Baseball 2K7,4,130,0.72
2002,1,231,6,41.75,BloodRayne,13,20,0.21
2002,1,806,8,28.5,Blade II,13,4,0.13
2007,0,57,0,45.7,Madden NFL 08,4,7,2.37
2002,0,6,8,43.25,Spider-Man: The Movie,13,4,1.4
2005,0,457,6,27.1,Space Invaders Revolution,3,70,0.01
2015,1,52,6,42.95,Tom Clancy's Rainbow Six: Siege,14,5,0.23
2010,0,718,4,37.65,Ivy the Kiwi?,3,70,0.05
2005,2,180,5,26.35,SEGA Classics Collection,6,8,0.43
2003,0,83,0,49.95,ESPN NFL Football,13,8,0.36
2011,2,496,9,40.25,Blazblue: Continuum Shift Extend,5,148,0.09
2009,0,374,10,14.4,Hannah Montana: The Movie,4,32,0.21
2010,3,50,8,43.5,LEGO Harry Potter: Years 1-4,4,19,1.55
2012,2,498,9,40.6,Naruto Shippuden: Ultimate Ninja Storm Generations,4,25,0.44
2004,2,1260,9,36.9,Digimon Rumble Arena 2,13,10,0.02
2003,0,494,3,40.15,Sword of Mana,8,0,0.74
2005,1,702,6,40.3,Tom Clancy's Rainbow Six: Lockdown,13,5,0.41
2001,0,67,0,51.25,Tony Hawk's Pro Skater 2,8,4,1.18
2004,2,496,9,46.8,Guilty Gear X2 #Reload,13,84,0.15
2002,0,168,0,45.85,Sega Soccer Slam,19,8,0.07
2016,2,496,9,46.3,BlazBlue Central Fiction,9,148,0.08
2008,2,298,8,38.6,Tomb Raider: Underworld,0,21,0.45
2002,0,35,0,46.9,FIFA Soccer 2003,19,7,0.08
2009,1,563,3,39.15,Sacred 2: Fallen Angel,4,41,0.54
2007,3,46,3,43.45,Final Fantasy Tactics A2: Grimoire of the Rift,3,15,0.75
2002,2,43,10,44.85,Star Fox Adventures,19,0,1.87
2001,0,130,0,46.95,Hot Shots Golf 3,6,3,2.89
2016,3,772,1,27.75,Mighty No. 9,9,41,0.05
2015,3,67,8,40.75,Skylanders: SuperChargers,17,4,0.24
2008,1,81,3,47.25,The Witcher: Enhanced Edition,14,10,0.32
2010,3,43,0,40.2,Kinect Sports,4,1,6.19
2011,2,558,6,38.1,Earth Defense Force: Insect Armageddon,4,58,0.19
2002,2,447,9,41.2,Rocky,6,115,0.86
2005,2,612,9,30.15,InuYasha: Feudal Combat,6,25,0.27
2013,1,189,6,30.1,Army of Two: The Devil's Cartel,4,7,0.26
2009,2,459,3,26.55,Fighting Fantasy: The Warlock of Firetop Mountain,3,265,0.09
2008,3,215,3,37.6,Kingdom Hearts Re: Chain of Memories,6,15,0.87
2008,2,52,8,29.0,Lost: Via Domus,14,5,0.02
2005,0,518,5,43.45,Metroid Prime Pinball,3,0,0.25
2007,0,203,7,37.65,SimCity DS,3,7,0.6
2003,1,48,8,37.3,Devil May Cry 2,6,12,1.97
2002,2,476,6,48.8,Battlefield 1942,14,7,0.03
2003,0,310,0,44.6,All-Star Baseball 2004,19,30,0.08
2005,2,751,7,44.85,Trauma Center: Under the Knife,3,0,0.35
2008,1,6,6,45.25,Call of Duty: World at War,14,4,0.18
2008,0,1521,11,30.25,Hotel Giant 2,14,271,0.03
2001,0,103,1,40.75,Disney's Atlantis: The Lost Empire,12,3,0.17
2006,2,325,9,35.9,Naruto: Ultimate Ninja Heroes 2 - The Phantom Fortress,16,10,0.16
2002,0,48,8,52.05,The Legend of Zelda: A Link to the Past,8,0,2.7
2008,0,57,0,45.9,Tiger Woods PGA Tour 09,4,7,0.65
2001,0,223,0,42.25,World Tour Soccer 2002,6,3,0.14
2002,2,393,8,37.8,Mystic Heroes,6,48,0.06
2006,3,250,8,32.3,Teen Titans,6,28,0.25
2008,1,132,6,27.05,Legendary,4,10,0.26
2006,0,57,0,40.1,Madden NFL 07,5,7,0.52
2013,2,133,9,44.95,Injustice: Gods Among Us,18,19,0.19
2006,3,1462,3,35.65,Ys: The Ark of Napishtim,16,14,0.05
2002,0,877,0,39.2,NBA Courtside 2002,19,0,0.25
2015,0,294,2,32.3,F1 2015,14,34,0.05
2004,2,48,9,40.95,Darkstalkers Chronicle: The Chaos Tower,16,12,0.15
2007,2,422,9,20.9,Legend of the Dragon,0,102,0.06
2005,1,52,8,51.5,Tom Clancy's Splinter Cell: Chaos Theory,13,5,1.11
2006,0,179,0,38.35,NBA Ballers: Rebound,16,39,0.1
2001,0,426,7,33.15,Top Gun: Combat Zones,6,103,0.92
2006,2,188,8,32.55,Dynasty Warriors Vol. 2,16,48,0.05
2002,0,480,2,44.7,V-Rally 3,6,10,0.06
2003,1,1175,8,36.05,Gladiator: Sword of Vengeance,13,30,0.05
2012,1,290,8,30.5,Medal of Honor: Warfighter,5,7,1.41
2010,2,22,8,23.0,Harry Potter and the Deathly Hallows - Part 1,0,7,0.54
2006,0,276,0,37.6,Major League Baseball 2K6,6,130,0.44
2005,1,1392,10,42.55,Call of Cthulhu: Dark Corners of the Earth,13,2,0.06
2008,2,29,6,45.35,Battlefield: Bad Company,4,7,1.46
2006,0,204,1,39.55,Kirby Squeak Squad,3,0,1.94
2014,1,52,6,46.35,Far Cry 4,9,5,4.04
2000,2,163,7,43.2,Armored Core 2,6,5,0.79
2011,3,12,5,40.5,Just Dance 3,5,5,0.62
2009,3,294,2,30.35,DiRT 2,16,3,0.32
2011,2,366,5,36.4,Everybody Dance,5,3,0.12
2004,2,78,3,47.3,Star Wars Knights of the Old Republic II: The Sith Lords,13,4,1.37
2001,0,74,5,39.0,Namco Museum,6,25,1.82
2009,3,179,8,27.25,G.I. Joe: The Rise of Cobra,3,7,0.14
2005,0,761,10,21.1,Charlie and the Chocolate Factory,19,63,0.18
2012,1,225,9,40.85,Dead or Alive 5,5,48,0.64
2013,0,68,8,47.2,Luigi's Mansion: Dark Moon,10,0,4.59
2006,3,709,1,37.45,Spider-Man: Battle for New York,3,4,0.13
2004,0,294,2,45.25,Colin McRae Rally 2005,13,34,0.05
2015,2,538,8,38.9,God Eater Resurrection,9,25,0.08
2009,3,179,5,43.75,Sonic's Ultimate Genesis Collection,4,8,1.41
2010,1,189,8,40.35,Dante's Inferno,4,7,0.92
2007,3,943,11,37.75,R-Type Command,16,70,0.07
2006,2,504,8,33.0,Tomb Raider: Legend,3,21,0.07
2006,2,67,3,40.15,Marvel: Ultimate Alliance,0,4,0.4
2011,2,23,7,41.55,The Sims: Medieval,14,7,0.69
2007,2,60,0,39.8,Tony Hawk's Proving Ground,5,4,0.44
2016,3,182,8,41.5,Lego Star Wars: The Force Awakens,17,19,0.3
2014,2,531,8,45.85,Terraria,17,11,0.04
2014,2,1051,9,37.1,Dengeki Bunko Fighting Climax,5,8,0.16
2002,1,806,8,27.55,Blade II,6,4,0.31
2006,2,970,10,24.5,Pirates: Legend of the Black Buccaneer,6,413,0.02
2002,0,12,8,32.9,Sabrina The Teenage Witch: Potion Commotion,8,5,0.11
2006,2,574,7,34.8,Blazing Angels: Squadrons of WWII,14,5,0.02
2010,3,22,0,47.55,NHL 11,5,7,0.59
2013,1,297,6,41.25,Crysis 3,14,7,0.63
2008,2,194,2,32.45,Need For Speed: Undercover,5,7,2.05
2009,1,294,6,41.25,Operation Flashpoint: Dragon Rising,5,34,0.91
2015,2,496,8,43.85,BlazBlue: Chrono Phantasma Extend,9,148,0.14
2004,0,18,0,41.65,NHL 2005,6,7,0.45
2006,2,12,7,36.95,Blazing Angels: Squadrons of WWII,5,5,0.66
2005,0,281,1,36.65,Pac-Man World 3,19,25,0.09
2002,2,305,2,39.85,Test Drive,13,10,0.42
2007,2,6,1,33.5,Spider-Man 3,5,4,0.67
2002,2,1610,11,33.35,Maximum Capacity: Hotel Giant,14,271,0.02
2012,1,354,8,45.75,Yakuza 5,5,8,0.59
2006,2,969,6,33.25,Commandos: Strike Force,6,21,0.06
2006,3,168,2,42.6,Need for Speed Carbon,14,7,0.05
2010,3,184,4,44.6,Super Scribblenauts,3,19,1.46
2002,2,427,0,33.0,Street Hoops,13,4,0.28
2005,2,393,11,39.75,Romance of the Three Kingdoms X,6,48,0.09
2002,2,578,2,39.6,Wreckless: ThE YaKuza MisSiOns,13,4,0.57
2003,2,158,2,38.3,XGRA: Extreme G Racing Association,6,30,0.06
2004,1,1011,10,36.95,Obscure,6,361,0.07
2009,1,66,8,49.85,God of War Collection,5,3,2.6
2002,2,555,3,43.2,Wild ARMs 3,6,5,0.62
2009,0,1597,8,40.6,Ceville,14,206,0.02
2004,0,109,1,38.2,Shrek 2,19,4,1.02
2009,3,242,8,37.75,Ice Age: Dawn of the Dinosaurs,4,4,0.12
2001,0,55,11,50.5,Advance Wars,8,0,0.7
2007,1,52,6,46.8,Tom Clancy's Rainbow Six: Vegas,5,5,1.25
2006,2,395,7,41.65,Ace Combat X: Skies of Deception,16,25,0.99
2014,3,182,8,37.4,The LEGO Movie Videogame,14,19,0.06
2002,1,48,10,46.5,Onimusha 2: Samurai's Destiny,6,12,2.25
2007,2,35,6,40.3,Medal of Honor Heroes 2,0,7,0.41
2003,1,426,6,16.8,RoboCop,13,103,0.02
2011,1,347,6,29.5,Sniper: Ghost Warrior,5,86,0.79
2011,3,1511,1,46.2,Trine 2,14,82,0.04
2011,3,713,2,27.8,Mayhem 3D,4,374,0.07
2015,2,58,5,42.7,Rock Band 4,17,169,0.47
2008,2,213,8,39.05,Star Wars: The Force Unleashed,16,18,1.08
2011,2,760,8,29.15,The First Templar,4,206,0.1
2011,1,537,8,42.2,Shadows of the Damned,4,7,0.19
2004,0,57,0,44.45,NFL Street,6,7,1.42
2006,0,83,0,43.7,NBA 2K7,5,2,0.37
2010,2,45,8,48.95,Metal Gear Solid: Peace Walker,16,14,2.06
2007,1,225,8,47.75,Ninja Gaiden Sigma,5,21,1.14
2003,2,158,2,36.4,XGRA: Extreme G Racing Association,13,30,0.02
2002,2,9,3,39.8,Grandia II,6,5,0.29
2006,0,35,0,41.1,FIFA World Cup Germany 2006,19,7,0.13
2004,3,366,5,42.5,EyeToy Play 2,6,3,0.38
2004,0,976,5,24.4,MC Groovz Dance Craze,19,268,0.2
2002,2,789,9,38.0,Ultimate Fighting Championship: Throwdown,6,5,0.32
2003,0,634,1,34.5,Looney Tunes: Back in Action,19,19,0.17
2005,2,1167,11,44.05,Codename: Panzers Phase Two,14,363,0.01
2011,0,599,2,33.85,MX vs. ATV: Alive,5,28,0.46
2002,1,162,9,44.85,Mortal Kombat: Deadly Alliance,19,39,0.41
2013,2,531,8,46.4,Terraria,22,185,0.1
2010,3,187,2,44.2,Blur,14,4,0.06
2003,2,410,7,41.95,Jurassic Park: Operation Genesis,6,14,0.27
2004,0,1445,5,38.25,Pure Pinball,13,166,0.04
2016,2,1290,8,39.0,Assassin's Creed Chronicles,22,5,0.07
2009,0,35,0,43.85,NBA Live 10,4,7,0.45
2007,2,740,11,26.65,Zoids Assault,4,197,0.09
2015,1,1012,8,39.2,Senran Kagura: Estival Versus,22,214,0.18
2002,0,67,1,39.35,SpongeBob SquarePants: Revenge of the Flying Dutchman,8,28,1.19
2014,3,182,8,39.3,LEGO The Hobbit,9,19,0.6
2007,0,35,0,44.1,NBA Street Homecourt,4,7,0.5
2016,1,220,8,35.8,Mafia III,17,2,0.62
2004,2,158,8,35.0,Alias,13,30,0.05
2002,2,89,7,43.5,The Sims: Unleashed,14,7,3.76
2013,1,119,8,41.15,Saints Row IV,5,41,1.25
2008,2,52,0,34.65,Shaun White Snowboarding,5,5,0.65
2006,0,776,2,32.4,Pac-Man World Rally,19,25,0.08
2008,2,223,5,37.75,SingStar Abba,5,3,0.93
2015,3,12,5,39.95,Just Dance 2016,18,5,0.57
2010,3,246,11,48.95,Sid Meier's Civilization V,14,2,1.68
2009,0,18,0,45.45,FIFA Soccer 10,16,7,1.15
2012,1,604,6,42.1,Spec Ops: The Line,14,2,0.23
2007,0,35,0,37.3,NBA Live 08,6,7,0.72
2005,3,180,1,27.25,Shadow The Hedgehog,13,8,0.18
2011,2,225,9,43.6,Dead or Alive: Dimensions,10,116,0.45
2006,2,243,10,30.0,Pirates of the Caribbean: Dead Man's Chest,16,32,0.28
2002,0,50,1,39.05,Crash Bandicoot: The Wrath of Cortex,13,20,1.23
2009,2,478,5,38.8,Lips: Number One Hits,4,1,0.55
2009,2,1064,7,34.5,Heroes over Europe,5,5,0.16
2016,1,1088,8,43.95,Darksiders: Warmastered Edition,17,128,0.01
2008,3,109,8,41.2,Kung Fu Panda,4,4,3.04
2011,0,180,0,37.8,Virtua Tennis 4,5,8,0.44
2009,0,35,0,44.25,NBA Live 10,5,7,0.54
2005,1,248,6,30.6,Dead to Rights: Reckoning,16,7,0.13
2012,0,434,8,31.65,Epic Mickey 2: The Power of Two,5,32,0.47
2009,2,23,7,44.5,The Sims 3: World Adventures,14,7,0.57
2007,1,277,8,38.1,Conan,5,28,0.34
