Nome,Plataforma,Ano de lancamento,Genero,Publicadora,Vendas globais,Desenvolvedora,Classificacao,Media de pontuacao
Mortal Kombat: Deadly Alliance,14,2002,10,39,0.96,162,2,44.7
Ojyousama Express,13,1998,12,409,0.06,0,0,0.0
Pac-Man World Rally,7,2006,3,25,0.02,776,1,30.7
Prinny: Can I Really Be the Hero?,17,2008,2,48,0.09,579,3,39.5
Star Wars: Battlefront,15,2004,7,18,0.21,29,3,37.75
Mobile Suit Gundam Side Story III: Sabakareshi Mono,24,1997,7,25,0.15,0,0,0.0
7 Wonders: Treasures of Seven,4,2011,5,194,0.03,0,0,0.0
Spider-Man: Web of Shadows - Amazing Allies Edition,17,2008,9,4,0.16,0,0,0.0
Skylanders: SuperChargers,11,2015,9,4,0.12,67,4,0.0
LEGO Batman: The Videogame,15,2008,9,19,0.06,50,4,43.9
Garfield's Fun Fest,4,2008,2,84,0.11,375,1,22.0
Zettai Kaikyuu Gakuen: Eden with Roses and Phantasm,23,2016,11,436,0.01,0,0,0.0
Killer Instinct Gold,12,1996,10,0,0.82,0,0,0.0
Shrek SuperSlam,20,2005,9,4,0.22,249,4,38.9
Romance of the Three Kingdoms 13,10,2015,9,48,0.08,0,0,0.0
Steel Diver,11,2011,9,0,0.49,0,4,32.15
Chaos Rings III,23,2014,4,15,0.06,0,0,0.0
Castlevania,12,1999,2,14,0.64,0,0,0.0
Voodoo Vince,14,2003,2,1,0.12,1165,3,40.7
Touch Detective: Nameko Shigeru,11,2013,11,88,0.07,0,0,0.0
Magical ZhuZhu Princess: Carriages & Castles,4,2011,8,4,0.19,0,0,0.0
Major League Baseball 2K12,15,2012,1,2,0.04,83,1,2.85
The Sims,7,2003,8,7,2.77,142,3,45.35
Scooby-Doo,9,2001,2,28,0.46,193,1,32.0
We Sing Deutsche Hits,1,2011,6,128,0.33,0,0,0.0
Earth Defense Force 4.1: The Shadow of New Despair,10,2015,7,150,0.06,752,2,35.95
Mystery P.I. - Portrait of a Thief,4,2008,11,53,0.11,364,1,0.0
Mario & Luigi: Superstar Saga,9,2003,4,0,2.17,0,0,0.0
Scene It? Bright Lights! Big Screen!,5,2009,6,19,0.14,0,0,0.0
Madden NFL 25,18,2013,1,7,0.81,18,1,39.45
Purr Pals,1,2008,8,41,0.29,661,1,0.0
The King of Fighters XIV,10,2016,10,41,0.15,775,3,43.85
ATV/Monster Truck Mayhem,4,2007,3,203,0.36,0,0,0.0
Major League Baseball 2K12,1,2012,1,2,0.15,83,1,0.0
El Tigre: The Adventures of Manny Rivera,4,2007,2,28,0.09,166,1,26.5
Mario & Sonic at the Olympic Winter Games,1,2009,1,8,4.53,0,0,0.0
The Golden Compass,5,2007,9,8,0.46,110,4,22.55
Monster Truck Madness 64,12,1999,3,2,0.3,0,0,0.0
Minute to Win It,1,2010,6,74,0.25,784,1,1.5
Call of Duty: World at War,5,2008,7,4,7.38,6,2,45.8
Wacky World of Sports,1,2009,1,8,0.09,1292,4,22.5
Minority Report: Everybody Runs,9,2002,9,4,0.04,709,3,27.0
Backyard Sports: Sandlot Sluggers,5,2010,1,10,0.09,254,1,1.9
Shadow Man: 2econd Coming,7,2002,11,30,0.16,310,2,37.8
Mini Ninjas,4,2009,9,21,0.34,239,4,33.4
Rune Factory 3: A Fantasy Harvest Moon,4,2009,4,70,0.4,580,1,42.8
World Championship Cards,17,2008,6,67,0.2,661,1,0.0
Shellshock,13,1995,9,277,0.1,0,0,0.0
The Legend of Korra (3DS),11,2014,12,4,0.03,0,0,0.0
18 Wheels of Steel: Extreme Trucker,15,2009,3,143,0.02,0,0,4.0
Saints Row IV,6,2013,9,41,1.25,119,2,41.15
C.O.R.E.,4,2009,7,330,0.04,1506,2,25.45
Street Fighter Alpha 2,13,1996,10,17,0.85,0,0,0.0
Need for Speed Underground,14,2003,3,7,1.71,22,1,45.85
SD Gundam: Scad Hammers,1,2006,12,25,0.05,0,0,0.0
FIFA 17,5,2016,1,7,0.38,27,1,0.85
Monster Mayhem: Build and Battle,4,2009,8,201,0.03,600,1,0.0
Mega Man Battle Network 4: Red Sun / Blue Moon,9,2003,4,12,1.32,0,0,0.0
Wing Arms,24,1994,7,8,0.2,0,0,0.0
NCAA Final Four 2002,7,2001,1,3,0.31,398,1,29.25
Custom Robo,12,0,4,0,0.33,0,0,0.0
My Dress-Up,4,2008,6,60,0.07,906,4,0.0
Mario Party 2,12,1999,6,0,2.5,0,0,0.0
Terminator Salvation,6,2009,7,19,0.53,618,3,23.45
Superstars V8 Racing,6,2009,3,195,0.03,723,1,35.45
Road Rash 3D,13,1998,3,7,1.25,0,0,0.0
Timeshock! Pro Pinball,13,1998,6,87,0.03,0,0,0.0
Karaoke Revolution Party,20,2005,6,14,0.07,58,4,40.0
FIFA 14,18,2013,1,7,1.16,35,1,46.9
Sacred Gold,15,2005,4,502,0.02,1486,3,4.1
Pong: The Next Level,13,1998,5,27,1.01,0,0,0.0
The Bouncer,7,2000,9,3,0.99,401,3,37.0
Disney's Meet the Robinsons,1,2007,9,32,0.19,1001,4,34.15
Earth Defense Force 2025.1: The Shadow of New Despair,10,2015,9,58,0.1,0,0,0.0
Missile Command,16,1980,7,10,2.76,0,0,0.0
Pac-Man Fever,20,0,6,53,0.28,74,1,30.15
Hot Wheels: Burnin' Rubber,9,2001,3,28,0.06,217,1,33.0
SingStar Guitar,6,2010,6,3,0.09,0,0,0.0
My Amusement Park,4,2010,6,118,0.05,647,1,0.0
Naruto Shippuden: Ninja Destiny 2,4,2008,10,197,0.37,740,3,30.35
UK Truck Simulator,15,2010,8,0,0.03,0,0,0.0
Crazy Chicken: Star Karts,4,2008,3,423,0.03,802,1,0.0
Heroes of the Pacific,7,2005,8,34,0.29,827,3,42.2
Spider-Man: Edge of Time,6,2011,9,4,0.22,185,3,32.6
Final Fantasy IX,13,2000,4,9,5.3,14,3,51.45
Metal Slug Anthology,7,2007,7,153,0.01,231,3,44.05
Naruto Shippuden: Ultimate Ninja Storm 3,6,2013,10,25,0.93,325,3,42.45
World Championship Poker: Featuring Howard Lederer - All In,5,2006,6,60,0.05,0,0,0.0
Mario & Sonic at the Rio 2016 Olympic Games,11,2016,9,0,0.53,0,0,0.0
Princess Arthur,17,2013,6,323,0.01,0,0,0.0
Theme Park,4,2007,8,7,0.06,1391,1,39.8
Ratatouille,7,2007,9,28,0.85,452,1,36.5
Around the World in 80 Days,4,2010,9,286,0.16,0,0,0.0
LEGO Battles: Ninjago,4,2011,12,19,1.45,280,1,32.95
Baldur's Gate: Dark Alliance,7,2001,4,17,1.24,321,3,47.65
Happy Cooking,4,2006,8,5,0.18,12,1,0.0
SimCity 2000,8,1995,8,28,0.49,0,0,0.0
Tom Clancy's Ghost Recon: Future Soldier,5,2012,7,5,1.47,31,2,43.1
Brave: The Video Game,4,2012,9,32,0.02,592,4,0.0
Captain Morgane and the Golden Turtle,6,2012,11,356,0.02,818,0,0.0
Excitebike 64,12,2000,3,0,1.0,0,0,0.0
NBA Live 07,7,2006,1,7,1.3,18,1,34.5
World Championship Rugby,7,2004,1,30,0.11,0,0,0.0
Mystery Case Files: MillionHeir,4,2008,11,0,1.27,243,1,32.5
Cloudy With a Chance of Meatballs,1,2009,2,5,0.11,149,1,36.65
Remember Me,6,2013,9,12,0.32,711,2,39.7
Dead or Alive 5,18,2015,10,48,0.09,0,0,0.0
Black Dawn,13,1996,8,17,0.13,0,0,0.0
FIFA Street 3,6,2008,1,7,0.32,35,1,34.95
Disney's PK: Out of the Shadows,20,2002,2,5,0.05,12,1,23.0
Tomb Raider (2013),15,0,9,15,0.35,385,2,47.25
Touch Detective 3: Does Funghi Dream of Bananas?,11,2014,11,88,0.01,0,0,0.0
Gauntlet Legends,13,2000,9,39,0.47,0,0,0.0
Mobile Suit Gundam 00: Gundam Meisters,7,2008,9,25,0.06,0,0,0.0
Death Connection Portable,17,2011,11,323,0.01,0,0,0.0
Quake 4,15,2005,7,4,0.02,161,2,44.3
Amazing Adventures: The Forgotten Ruins,4,2008,11,209,0.24,375,1,0.0
Pirates of the Caribbean: The Legend of Jack Sparrow,7,2006,11,5,0.25,641,3,29.25
Final Fantasy XIV: A Realm Reborn,15,2010,4,15,1.52,0,0,0.0
Joint Operations: Combined Arms,15,2009,7,174,0.02,0,0,0.0
F1 Race Stars,15,2012,3,34,0.02,294,1,33.7
Balloon Fight,2,1985,2,0,0.92,0,0,0.0
Yu-Gi-Oh! World Championship 2007,4,2007,12,14,0.05,0,0,0.0
Jikkyou Powerful Major League 2009,1,2009,1,14,0.04,0,0,0.0
Tropico 3,15,2009,12,206,0.04,760,3,43.55
Undead Knights,17,2009,9,116,0.12,301,2,35.5
Duke Nukem 3D: 20th Anniversary World Tour,10,2016,7,480,0.03,100,2,41.95
"Hey You, Pikachu!",12,1998,8,0,1.83,0,0,0.0
Saints Row 2,15,2009,9,28,0.04,1510,2,39.4
World of Zoo,4,2009,8,28,0.68,524,1,0.0
Fat Princess: Fistful of Cake,17,2010,9,3,0.12,552,3,41.35
International Track & Field,13,1996,1,14,0.51,0,0,0.0
Dynasty Warriors: Eiketsuden,23,2016,9,48,0.01,0,0,0.0
Secret Files: Tunguska,4,2008,11,41,0.05,1396,3,39.3
Avatar: The Last Airbender - The Burning Earth,1,2007,9,28,0.25,0,0,0.0
Carmen Sandiego: The Secret of the Stolen Drums,7,2004,9,176,0.06,250,1,26.5
Family Party: 30 Great Games Winter Fun,1,2010,1,58,0.22,327,1,0.0
Namco Museum Vol.2,13,1996,6,3,0.29,0,0,0.0
Tom Clancy's Splinter Cell: Chaos Theory,14,2005,9,5,1.11,52,2,51.5
Sonic Adventure DX: Director's Cut,20,2003,2,8,1.27,125,1,32.45
Red Dead Revolver,14,2004,7,2,0.55,39,2,41.25
The Peanuts Movie: Snoopy's Grand Adventure,11,2015,9,4,0.03,1570,1,4.4
FIFA 14,23,2013,1,7,0.41,35,1,0.9
Cabela's Monster Buck Hunter,1,2010,1,4,0.61,565,3,0.0
Mobile Suit Z-Gundam,13,1997,9,25,0.36,0,0,0.0
Dragon Zakura DS,4,2007,6,7,0.01,0,0,0.0
Defender,7,2002,6,39,0.4,641,3,40.4
The Penguins of Madagascar,4,2010,9,28,0.26,243,1,0.0
Man vs. Wild,6,2010,9,383,0.08,0,0,0.0
BioShock,15,2007,7,2,0.41,134,2,52.25
Fire Emblem: Awakening,11,2012,4,0,2.01,55,3,50.55
Backyard NFL Football,1,2007,1,10,0.03,0,0,0.0
1080°: TenEighty Snowboarding,12,1998,1,0,2.03,0,0,0.0
PBR: Out of the Chute,7,2008,1,67,0.2,0,0,0.0
Great Phoenix Wright: Ace Attorney - Naruhodou Ryuunosuke no Bouken,11,2015,9,12,0.19,0,0,0.0
Jikkyou Powerful Pro Yakyuu 11,7,2004,1,14,0.42,0,0,0.0
The Incredible Hulk,1,2008,9,8,0.31,142,3,23.0
Sengoku Efuda Yuugi: Hototogisu Ran,17,2008,6,392,0.02,0,0,0.0
Madden NFL 13,6,2012,1,7,2.56,57,1,44.25
Kartia: The Word of Fate,13,1998,12,14,0.22,0,0,0.0
LEGO Pirates of the Caribbean: The Video Game,4,2011,9,32,0.9,50,4,34.5
Bass Rise,13,1999,1,25,0.05,0,0,0.0
Imagine: Animal Doctor,4,2007,8,5,1.04,137,1,3.7
My French Coach,4,2007,6,5,0.17,12,1,0.0
Mortal Kombat: Shaolin Monks,14,2005,9,39,0.31,516,2,42.3
Ratchet & Clank Collection,6,2012,9,3,0.72,0,0,0.0
Atelier Totori: The Adventurer of Arland,6,2010,4,131,0.42,690,3,40.35
Charlie and the Chocolate Factory,7,2005,11,63,0.35,761,1,19.55
Child of Eden,5,2011,7,5,0.44,677,4,45.85
Rock of the Dead,5,2010,7,230,0.05,545,3,26.4
Jampack Volume 11,7,2004,6,3,0.53,0,0,0.0
MX 2002 Featuring Ricky Carmichael,14,2001,3,28,0.13,507,1,37.0
Imagine: Babyz Fashion,4,2009,8,5,0.18,12,1,0.0
SoulLink Extension,7,2006,11,466,0.01,0,0,0.0
Pinball Hall of Fame: The Gottlieb Collection,14,2004,6,67,0.08,0,0,0.0
Imagine: Fashion Designer,4,2007,8,5,2.8,137,1,3.8
SimCity 4: Deluxe Edition,15,2003,8,7,0.07,89,1,4.15
Itoi Shigesato no Bass Tsuri No. 1,8,1997,1,0,0.17,0,0,0.0
Hyperdimension Neptunia mk2,23,2014,9,266,0.04,0,0,0.0
Shepherd's Crossing,17,2009,8,88,0.01,1333,1,0.0
FIFA 12,6,2011,1,7,6.65,0,0,0.0
Scooby-Doo! Mystery Mayhem,7,2004,9,28,0.45,0,0,0.0
Bejeweled Twist,15,2008,5,209,0.05,364,1,42.65
The Elder Scrolls Online,15,2014,4,6,0.9,320,2,38.35
Steambot Chronicles,7,2005,4,11,0.04,943,3,41.1
Tokyo Mono Harashi: Karasu no Mori Gakuen Kitan,17,2010,4,91,0.06,0,0,0.0
NBA Live 08,17,2007,1,7,0.31,35,1,39.6
Sheep,13,2000,12,87,0.02,1587,1,35.5
Champion Jockey: G1 Jockey & Gallop Racer,5,2011,1,48,0.06,0,0,0.0
TV Show King Party,1,2008,5,5,0.66,536,3,0.0
Harry Potter Collection,7,2006,6,7,0.56,22,4,0.0
Gran Turismo 4,7,2004,3,3,11.66,4,1,48.75
Cooking Mama: Cook Off,1,2007,8,11,2.89,131,1,33.15
Far Cry 4,15,2014,7,5,0.63,52,2,43.35
Eat Lead: The Return of Matt Hazard,6,2009,7,58,0.13,558,3,28.75
Tomb Raider,13,1996,9,21,4.63,56,3,49.8
All Star Tennis 99,12,1999,1,5,0.05,0,0,0.0
Miyako,17,2010,11,323,0.02,0,0,0.0
G1 Jockey 3,7,2002,1,28,0.1,1229,1,40.0
Star Wars: Republic Commando,14,2005,7,4,0.67,143,3,43.45
Lego Batman 3: Beyond Gotham,11,2014,9,19,0.45,182,4,3.2
Saints Row 2,6,2008,9,28,1.68,119,2,44.95
Grisaia no Kajitsu: La Fruit de la Grisaia,17,2013,11,436,0.01,0,0,0.0
Earth Defense Force: Insect Armageddon,6,2011,7,58,0.2,558,3,35.0
LEGO Harry Potter: Years 5-7,15,0,9,19,0.22,50,4,44.25
FIFA Soccer 13,1,2012,9,7,0.69,22,1,0.8
Tago Akira no Atama no Taisou Dai-1-Shuu: Nazotoki Sekai Isshuu Ryokou,4,2009,11,37,0.03,0,0,0.0
Countdown: The Game,1,2009,5,51,0.05,0,0,0.0
Wario World,20,2003,2,0,0.44,663,1,39.1
Transformers: Beast Wars Transmetals,13,2000,10,176,0.11,0,0,0.0
The Sims 2: Pets,1,2007,8,7,0.47,89,3,36.15
Hakuouki,7,2008,11,323,0.03,0,0,0.0
Ultraman Star Chronicles,17,2013,12,25,0.02,0,0,0.0
Zumba Fitness: World Party,18,2013,6,35,0.24,275,1,39.6
Diva Girls: Divas on Ice,4,2009,1,11,0.06,496,1,0.0
NFL Street,20,2004,1,7,0.35,57,1,44.5
The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,20,2003,9,28,0.11,0,0,0.0
MLB 15: The Show,23,2015,1,3,0.01,421,1,4.4
Viva Pinata,15,2007,8,1,0.02,627,1,42.9
Zoo Tycoon: Complete Collection,15,2003,12,1,0.06,524,1,4.0
Ikki Tousen: Xross Impact,17,2010,9,214,0.06,0,0,0.0
Bad Apple Wars,23,2015,9,323,0.03,1544,0,0.0
UN Squadron,8,1991,7,12,0.12,0,0,0.0
Kingdom Hearts,6,2013,4,15,1.74,0,0,0.0
Wild ARMs XF,17,2007,4,11,0.14,841,4,35.3
Dynasty Warriors 4,14,2003,9,48,0.16,188,3,41.9
Rune Factory: Tides of Destiny,1,2011,4,214,0.19,580,4,3.5
MySims Agents,4,2009,11,7,1.07,91,1,30.0
Steins;Gate 0,6,2015,11,357,0.03,0,0,0.0
Resident Evil 4,7,2005,9,12,3.62,48,2,52.45
Paws & Claws: Pet Vet,1,2009,8,28,0.1,0,0,0.0
Driver 2,13,2000,9,10,4.73,42,3,34.85
The Punisher,14,2005,9,28,0.29,0,0,0.0
Harukanaru Toki no Naka de 6,17,2015,9,48,0.02,0,0,0.0
Captain Tsubasa J: The Way to World Youth,8,1995,1,25,0.03,0,0,0.0
Order of War,15,2009,12,15,0.02,833,3,38.15
God of War Saga,6,2012,9,3,0.82,232,2,4.15
The Idolm@ster,5,2007,8,25,0.08,0,0,0.0
Mortal Kombat,21,1992,10,38,2.67,0,0,0.0
Soul Bubbles,4,2008,5,21,0.08,1322,1,43.0
BlazBlue Central Fiction,10,2016,10,148,0.08,496,3,46.3
The Hardy Boys: The Hidden Theft,1,2009,11,305,0.11,1219,4,25.0
Jampack Fall 2001,13,2001,6,3,0.59,0,0,0.0
Tiger Woods PGA Tour 13,5,2012,1,7,0.51,22,1,41.3
Little Battlers eXperience W,17,2012,4,37,0.19,0,0,0.0
Lost Planet 2,5,2010,7,12,0.76,0,0,0.0
The Walking Dead: Season One,5,2012,11,126,0.73,0,0,0.0
Sammy Sosa High Heat Baseball 2001,13,2000,1,76,0.58,0,0,0.0
Top Gun: Combat Zones,9,2004,8,180,0.1,0,0,0.0
Trivial Pursuit,1,2009,6,7,0.57,285,1,33.5
Top Gun: Firestorm Advance,9,2002,7,103,0.09,0,0,0.0
Vitamin Y,4,2008,11,58,0.01,0,0,0.0
Chocobo to Mahou no Ehon: Majo to Shoujo to 5-Jin no Yuusha,4,2008,4,15,0.05,0,0,0.0
The Bible Game,7,2005,6,67,0.2,661,1,2.7
R4: Ridge Racer Type 4,13,1998,3,25,2.06,32,0,48.6
Gokuhou!! Mecha Mote Iinchou: Girls Motekawa Box,4,2009,8,14,0.01,0,0,0.0
MX World Tour Featuring Jamie Little,7,2005,3,97,0.17,763,1,26.0
SWAT: Global Strike Team,14,2003,7,23,0.17,90,2,37.65
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.5,6,2015,9,25,0.02,0,0,0.0
Moujuutsukai to Oujisama,7,2010,11,323,0.02,0,0,0.0
Shark Tale,14,2004,9,4,0.2,142,1,33.5
Aliens in the Attic,1,2009,9,289,0.08,1325,4,0.0
Tiger Woods PGA Tour 07,7,2006,1,7,0.72,97,1,42.5
DanceDanceRevolution II,1,0,6,14,0.21,69,4,0.0
Ketsui Death Label,4,2008,7,433,0.02,0,0,0.0
Farm Frenzy 3,4,2011,12,53,0.02,0,0,0.0
Dungeon Siege III,15,2011,4,15,0.17,78,3,38.35
Derby Jockey 2,8,1995,1,369,0.1,0,0,0.0
Street Fighter Anniversary Collection,14,2004,10,12,0.15,48,3,42.7
Re-Volt,13,1998,3,30,0.19,0,0,0.0
Space Chimps,4,2008,2,205,0.06,1276,1,29.5
Mario Golf: World Tour,11,2014,1,0,0.48,226,1,43.1
Tony Hawk's Pro Skater 2,12,2001,1,4,0.76,0,0,0.0
Need for Speed: Most Wanted,5,2012,3,7,1.56,35,3,45.75
Ghostbusters: The Video Game,4,2009,9,10,0.4,714,1,30.5
Valkyrie Profile: Lenneth,17,2006,4,15,0.36,91,3,44.2
SplashDown: Rides Gone Wild,7,2003,3,28,0.5,167,1,44.35
FIFA Soccer 07,20,2006,1,7,0.18,0,0,0.0
Fable III,15,2011,4,1,0.32,59,2,40.2
Cities in Motion Collection,15,2011,8,53,0.02,1580,1,0.0
Pirates of the Burning Sea,15,2008,4,101,0.02,1649,3,41.8
StormLover Karen!!,17,2011,11,58,0.02,0,0,0.0
Driv3r,9,2005,3,10,0.03,1320,2,2.7
Pastel Chime Continue,17,2010,11,357,0.02,0,0,0.0
Classic Word Games,4,2009,6,5,0.51,12,1,0.0
WTF: Work Time Fun,17,2005,5,3,0.04,0,0,0.0
NHL Hitz 20-03,14,2002,1,39,0.11,168,1,44.75
K-1 Grand Prix,13,1999,10,163,0.01,0,0,0.0
Hitman: Blood Money,5,2006,9,21,0.39,126,2,45.35
Backyard NFL Football '10,5,2009,1,10,0.11,0,0,0.0
Voodoo Chronicles: First Sign,15,2011,11,248,0.02,0,0,0.0
Jissen Pachi-Slot Hisshouhou,8,1993,6,100,0.19,0,0,0.0
South Park Rally,13,1998,3,30,0.36,0,0,0.0
Monster Hunter Freedom 2,6,2011,4,12,0.5,0,0,0.0
Scooby-Doo! First Frights,1,2009,9,19,0.95,0,0,0.0
NBA Live 09,5,2008,1,7,0.71,35,1,42.2
StarCraft,15,1998,12,4,0.05,41,3,48.55
Chessmaster: The Art of Learning,4,2007,6,5,0.15,12,1,3.35
The Biggest Loser,4,2009,1,28,0.32,244,1,31.5
Dr. Mario,3,1989,5,0,5.34,0,0,0.0
Need for Speed (2015),10,2015,3,7,2.43,0,0,0.0
Terraria,15,2011,9,53,0.14,1094,3,45.75
Soma Bringer,4,2008,4,0,0.11,0,0,0.0
Clannad,5,2008,11,436,0.03,0,0,0.0
Doshin the Giant,20,2002,8,0,0.14,0,0,0.0
Resident Evil Zero,10,2016,9,12,0.37,0,0,0.0
Cosmos Chaos!,4,2010,6,189,0.06,0,0,0.0
Yu-Gi-Oh! 5D's World Championship 2011: Over the Nexus,4,2011,12,14,0.21,0,0,0.0
Blitz: Overtime,17,2006,1,39,0.09,162,2,3.75
DriveClub VR,10,2016,3,3,0.09,84,1,37.2
ESPN MLS ExtraTime 2002,20,2002,1,14,0.02,546,1,34.0
Kiniro no Corda 2,7,2007,4,48,0.06,0,0,0.0
Yu-Gi-Oh! Dark Duel Stories,3,2000,6,14,0.83,0,0,0.0
No Rules: Get Phat,9,2001,9,71,0.04,0,0,0.0
NHL 2K9,5,2008,1,2,0.17,83,4,37.85
Ride 2,15,2016,3,452,0.01,723,1,42.95
Striker 96,13,1995,1,343,0.08,0,0,0.0
Tom Clancy's Ghost Recon Advanced Warfighter 2,5,2007,7,5,1.02,383,3,47.05
Yakuza 2,7,2006,11,8,1.09,269,2,42.55
Doom II: Hell on Earth,15,1994,7,17,3.61,0,0,0.0
Driver 2 Advance,9,2002,9,10,0.34,764,3,39.8
Power Stone Collection,17,2006,9,12,0.1,48,3,40.4
Pro Evolution Soccer 2008,6,2007,1,14,1.59,69,1,40.05
Luxor: Pharaoh's Challenge,1,0,5,326,0.04,802,1,0.0
MVP Baseball 2004,14,2004,1,7,0.59,18,1,49.25
EverBlue 2,7,2002,11,12,0.03,371,1,33.25
Harry Potter and the Half-Blood Prince,7,2009,9,7,0.64,285,4,4.15
Pro Farm 1,15,2011,8,316,0.07,0,0,0.0
Final Approach 2: 1st Priority,7,2008,11,481,0.02,0,0,0.0
"Horrid Henry: The Good, The Bad and The Bugly",11,2011,2,280,0.07,0,0,0.0
ATV Quad Power Racing 2,14,2003,3,30,0.45,342,1,34.0
Captain America: Super Soldier,11,2011,9,8,0.08,337,3,28.0
Hoshigami: Ruining Blue Earth,13,2001,4,449,0.05,1458,1,35.35
Fullmetal Alchemist and the Broken Angel,7,2003,4,15,0.56,589,3,32.05
Winning Post 7 2012,6,2012,1,208,0.07,0,0,0.0
Flash Focus: Vision Training in Minutes a Day,4,2007,6,0,3.83,87,1,31.5
3rd Super Robot Wars Z Jigoku Hen,23,2014,4,25,0.19,0,0,0.0
"999: Nine Hours, Nine Persons, Nine Doors",4,2009,11,120,0.36,0,0,0.0
The Darkness II,6,2012,7,2,0.32,493,2,43.3
Choro Q2,13,1997,3,152,0.25,0,0,0.0
Crayon Shin-chan: Arashi o Yobu Kasukabe Eiga Stars!,11,2014,11,25,0.06,0,0,0.0
Crash of the Titans,17,2007,9,23,0.63,552,4,3.55
My Hero Academia: Battle for All,11,2016,9,25,0.04,0,0,0.0
Dragon Quest X,19,2013,4,15,0.41,46,0,0.0
F1 2009,1,2009,3,34,0.87,129,1,38.1
Doraemon: Nobita no Kyouryuu 2006 DS,4,2006,4,8,0.05,0,0,0.0
Jurassic Park III: Island Attack,9,2001,11,14,0.18,69,1,28.5
MLB Inside Pitch 2003,14,2003,1,1,0.12,0,0,0.0
Atari Anthology,14,2004,6,10,0.25,80,1,34.0
Katekyoo Hitman Reborn! Kizuna no Tag Battle,17,2010,10,214,0.03,0,0,0.0
Nancy Drew: The Hidden Staircase,4,2008,11,28,0.18,466,1,3.0
Imperial Glory,15,2005,12,21,0.04,969,3,38.7
"SpongeBob SquarePants: Lights, Camera, Pants!",20,2005,6,28,0.44,0,0,0.0
NBA Ballers,7,2004,1,39,1.66,162,1,46.1
Doraemon: Nobita to Himitsu Dougu Hakubutsukan,11,2013,9,242,0.07,0,0,0.0
Rinne no Lagrange: Kamogawa Days,6,2012,11,25,0.02,0,0,0.0
Rabbids Party Collection,1,2010,6,5,0.18,0,0,0.0
Bolt,4,2008,11,32,0.62,0,0,0.0
Arena Football,7,2006,1,7,0.56,57,4,37.3
Onimusha 2: Samurai's Destiny,7,2002,11,12,2.25,48,2,46.5
Uncharted 3: Drake's Deception,6,2011,9,3,6.74,33,3,50.15
Petz: Horsez 2,1,2007,8,5,0.42,697,1,0.0
Disney Fairies: Tinker Bell and the Lost Treasure,4,2009,11,32,1.01,394,1,0.0
Rayman Raving Rabbids,15,2006,6,5,0.01,1093,1,32.8
SAW,5,2009,9,14,0.28,742,2,33.2
Samurai Warriors: Katana,1,2007,9,48,0.15,508,3,29.9
Magicka,15,2011,4,310,0.03,1571,3,40.8
MotoGP 08,5,2008,3,12,0.35,723,1,36.8
RPG Maker 3,7,2004,4,155,0.06,1373,4,38.45
Galactic Attack,24,1994,7,30,0.25,0,0,0.0
Command & Conquer: The First Decade,15,2006,12,7,0.02,0,0,0.0
NCAA Football 11,7,2010,1,7,0.38,57,1,0.0
Crash Nitro Kart,20,2003,3,23,0.26,67,1,36.7
Just Dance 2014,18,2013,6,5,0.45,12,4,39.0
Foto Frenzy: Spot The Diffrence,4,2009,5,215,0.31,0,0,0.0
Pachinko Kamen Rider: Shocker Zenmetsu Daisakusen,7,2008,6,378,0.03,0,0,0.0
Bee Movie Game,1,2007,9,4,0.33,776,1,34.8
Disney's Stitch: Experiment 626,7,2002,9,3,0.31,337,1,33.4
Star Wars Battlefront (2015),10,2015,7,7,7.98,0,0,0.0
Ashes Cricket 2009,5,2009,1,34,0.2,0,0,0.0
Momotarou Dentetsu V,13,1999,6,123,0.47,0,0,0.0
Monopoly,5,2008,6,7,0.59,285,1,30.9
English Training: Have Fun Improving Your Skills!,4,2006,6,0,3.33,0,0,0.0
SpongeBob's Truth or Square (US sales),1,2009,9,28,0.39,0,0,0.0
Open Season,1,2006,2,5,0.07,12,4,27.3
I Spy: Spooky Mansion,1,2010,5,215,0.27,857,1,0.0
NCAA Football 11,5,2010,1,7,0.92,57,1,46.55
Trapt,7,2005,9,48,0.06,556,2,33.95
Top Gun,6,2011,8,11,0.07,1365,3,26.7
Skeleton Warriors,13,1996,2,17,0.08,0,0,0.0
Sherlock Holmes: Crimes & Punishments,10,2014,11,82,0.27,0,0,0.0
Naruto: Gekito Ninja Taisen! 4,20,2005,10,99,0.33,0,0,0.0
Rampage World Tour,13,1997,9,13,0.85,0,0,0.0
Call of Duty: Modern Warfare: Mobilized,4,2009,7,4,0.41,0,0,0.0
Shonen Jump's One Piece: Pirates Carnival,20,2005,6,25,0.08,0,0,0.0
Jissen Pachislot Hisshouhou! Hokuto no Ken DS SE,4,2006,6,8,0.05,0,0,0.0
Lucky Luke,13,1998,2,83,0.24,0,0,0.0
Shadow of Destiny,17,2009,11,14,0.09,69,3,31.1
Golden Nugget Casino,9,2004,6,35,0.25,862,1,0.0
Centipede,16,1981,7,10,1.36,0,0,0.0
Tales of Hearts,23,2013,4,25,0.38,0,0,0.0
Bloody Roar 3,7,2001,10,17,0.35,665,3,39.8
Universe at War: Earth Assault,5,2008,9,8,0.1,1231,3,37.15
[Prototype],5,2009,9,4,1.31,311,2,42.9
Galaxy Angel II: Zettairyouiki no Tobira,7,2006,12,308,0.03,0,0,0.0
